GEOID,tract_ce6,spa,spa_num,sup_dist,pov_universe,pov_below,poverty_rate,median_income,households,high_poverty_25
06037191720,191720,SPA 4 - Metro,4,District 3,3390,529,0.15604719764011798,48750.0,1402,False
06037191810,191810,SPA 4 - Metro,4,District 3,2780,288,0.10359712230215827,67321.0,1237,False
06037191820,191820,SPA 4 - Metro,4,District 3,3777,491,0.12999735239608154,73884.0,1967,False
06037191901,191901,SPA 4 - Metro,4,District 3,4307,848,0.1968887856977014,67442.0,2452,False
06037191902,191902,SPA 4 - Metro,4,District 3,2813,370,0.13153217205830076,87750.0,1532,False
06037192001,192001,SPA 4 - Metro,4,District 3,1998,366,0.1831831831831832,108650.0,1085,False
06037192002,192002,SPA 4 - Metro,4,District 3,2598,228,0.08775981524249422,122143.0,1408,False
06037192300,192300,SPA 4 - Metro,4,District 3,2640,323,0.12234848484848485,78979.0,1501,False
06037192410,192410,SPA 4 - Metro,4,District 3,4285,274,0.06394399066511085,126250.0,1949,False
06037192420,192420,SPA 4 - Metro,4,District 3,3360,544,0.1619047619047619,68057.0,1409,False
06037192510,192510,SPA 4 - Metro,4,District 3,3915,745,0.19029374201787994,64643.0,1268,False
06037192520,192520,SPA 4 - Metro,4,District 3,4884,1047,0.21437346437346438,62591.0,1631,False
06037192610,192610,SPA 4 - Metro,4,District 3,4103,1065,0.25956617109432123,48558.0,1535,True
06037192620,192620,SPA 4 - Metro,4,District 3,3362,917,0.2727543129089827,52614.0,1200,True
06037192700,192700,SPA 4 - Metro,4,District 1,3065,579,0.18890701468189233,58202.0,1243,False
06037194101,194101,SPA 4 - Metro,4,District 3,3273,276,0.0843263061411549,97384.0,1828,False
06037194102,194102,SPA 4 - Metro,4,District 3,2504,240,0.09584664536741214,177697.0,1223,False
06037194200,194200,SPA 4 - Metro,4,District 3,3311,68,0.02053760193295077,178532.0,1644,False
06037194300,194300,SPA 4 - Metro,4,District 3,2887,225,0.07793557325943887,228462.0,1394,False
06037194401,194401,SPA 4 - Metro,4,District 3,2457,239,0.09727309727309727,102634.0,1485,False
06037194402,194402,SPA 4 - Metro,4,District 3,3071,326,0.10615434711820254,114366.0,2216,False
06037194500,194500,SPA 4 - Metro,4,District 3,2049,136,0.06637384089799903,108125.0,1011,False
06037195100,195100,SPA 4 - Metro,4,District 1,4761,256,0.05377021634110481,162066.0,2233,False
06037195201,195201,SPA 4 - Metro,4,District 1,2813,279,0.09918236757909706,118455.0,1610,False
06037195202,195202,SPA 4 - Metro,4,District 1,3349,220,0.06569125111973724,166016.0,1469,False
06037195300,195300,SPA 4 - Metro,4,District 1,2976,429,0.14415322580645162,95385.0,1510,False
06037195400,195400,SPA 4 - Metro,4,District 1,4343,365,0.08404328804973521,120000.0,2318,False
06037195500,195500,SPA 4 - Metro,4,District 1,5118,338,0.06604142243063697,120909.0,2484,False
06037195600,195600,SPA 4 - Metro,4,District 1,2795,650,0.23255813953488372,80417.0,1178,False
06037195710,195710,SPA 4 - Metro,4,District 1,4127,1276,0.3091834262175915,63704.0,1494,True
06037195720,195720,SPA 4 - Metro,4,District 1,1694,211,0.12455726092089728,76696.0,863,False
06037195802,195802,SPA 4 - Metro,4,District 1,2859,429,0.15005246589716684,89890.0,1091,False
06037195803,195803,SPA 4 - Metro,4,District 1,2328,294,0.12628865979381443,89962.0,1081,False
06037195804,195804,SPA 4 - Metro,4,District 1,2555,269,0.10528375733855186,98472.0,1082,False
06037195901,195901,SPA 4 - Metro,4,District 1,2513,383,0.1524074810982889,90417.0,1189,False
06037195902,195902,SPA 4 - Metro,4,District 1,1847,84,0.04547915538711424,133542.0,1028,False
06037195903,195903,SPA 4 - Metro,4,District 1,1970,240,0.1218274111675127,90603.0,870,False
06037197200,197200,SPA 4 - Metro,4,District 1,3620,160,0.04419889502762431,98053.0,1165,False
06037197300,197300,SPA 4 - Metro,4,District 1,3734,211,0.05650776647027317,105690.0,1824,False
06037197410,197410,SPA 4 - Metro,4,District 1,3805,239,0.06281208935611038,97480.0,1701,False
06037197420,197420,SPA 4 - Metro,4,District 1,3486,320,0.09179575444635686,101071.0,1610,False
06037197500,197500,SPA 4 - Metro,4,District 1,3991,670,0.1678777248809822,83167.0,1800,False
06037197600,197600,SPA 4 - Metro,4,District 1,2080,614,0.2951923076923077,90192.0,900,True
06037197700,197700,SPA 4 - Metro,4,District 1,4770,800,0.16771488469601678,61507.0,2191,False
06037199001,199001,SPA 4 - Metro,4,District 1,2307,564,0.2444733420026008,51917.0,699,False
06037199002,199002,SPA 4 - Metro,4,District 1,2866,397,0.13852058618283322,70519.0,1136,False
06037199110,199110,SPA 4 - Metro,4,District 1,2369,356,0.1502743773744196,73500.0,782,False
06037199120,199120,SPA 4 - Metro,4,District 1,3375,1133,0.3357037037037037,41850.0,1103,True
06037199201,199201,SPA 4 - Metro,4,District 1,3592,826,0.2299554565701559,64167.0,1190,False
06037199202,199202,SPA 4 - Metro,4,District 1,2443,367,0.15022513303315596,98083.0,893,False
06037199300,199300,SPA 4 - Metro,4,District 1,3808,452,0.11869747899159663,102408.0,1317,False
06037199400,199400,SPA 4 - Metro,4,District 1,4373,1332,0.30459638691973473,55573.0,1501,True
06037199700,199700,SPA 4 - Metro,4,District 1,2914,525,0.18016472203157172,52577.0,1268,False
06037199801,199801,SPA 4 - Metro,4,District 1,3837,666,0.17357310398749023,68661.0,897,False
06037199802,199802,SPA 4 - Metro,4,District 1,1975,259,0.1311392405063291,59219.0,595,False
06037199900,199900,SPA 4 - Metro,4,District 1,2291,484,0.2112614578786556,41563.0,879,False
06037201110,201110,SPA 4 - Metro,4,District 1,2279,203,0.08907415533128565,97664.0,755,False
06037201120,201120,SPA 4 - Metro,4,District 1,3834,521,0.13588941053729786,89944.0,1306,False
06037201200,201200,SPA 4 - Metro,4,District 1,2677,319,0.1191632424355622,93309.0,765,False
06037201301,201301,SPA 4 - Metro,4,District 1,3261,508,0.1557804354492487,94926.0,1073,False
06037201302,201302,SPA 4 - Metro,4,District 1,4080,280,0.06862745098039216,118831.0,1951,False
06037201401,201401,SPA 4 - Metro,4,District 1,4162,1182,0.28399807784718883,55313.0,1321,True
06037201402,201402,SPA 4 - Metro,4,District 1,4073,565,0.1387183893935674,78750.0,1398,False
06037201501,201501,SPA 4 - Metro,4,District 1,5415,710,0.13111726685133887,90074.0,1563,False
06037201503,201503,SPA 4 - Metro,4,District 1,3096,263,0.0849483204134367,70778.0,950,False
06037201504,201504,SPA 4 - Metro,4,District 1,2047,277,0.1353199804592086,104750.0,583,False
06037201601,201601,SPA 4 - Metro,4,District 1,2310,427,0.18484848484848485,68594.0,690,False
06037201602,201602,SPA 4 - Metro,4,District 1,2753,275,0.09989102796948783,90114.0,733,False
06037201700,201700,SPA 4 - Metro,4,District 1,4167,451,0.10823134149268059,78088.0,1492,False
06037203100,203100,SPA 4 - Metro,4,District 1,4231,812,0.1919168045379343,58995.0,1267,False
06037203200,203200,SPA 4 - Metro,4,District 1,4973,1387,0.278906092901669,58199.0,1262,True
06037203300,203300,SPA 4 - Metro,4,District 1,1496,550,0.36764705882352944,42066.0,515,True
06037203500,203500,SPA 4 - Metro,4,District 1,2819,734,0.2603760198652004,54250.0,925,True
06037203601,203601,SPA 4 - Metro,4,District 1,2613,706,0.2701875239188672,38798.0,827,True
06037203602,203602,SPA 4 - Metro,4,District 1,1964,480,0.24439918533604887,74536.0,555,False
06037203710,203710,SPA 4 - Metro,4,District 1,3435,747,0.21746724890829694,78333.0,824,False
06037203720,203720,SPA 4 - Metro,4,District 1,3556,877,0.2466254218222722,70833.0,986,False
06037203800,203800,SPA 4 - Metro,4,District 1,4817,1033,0.21444882707079094,64792.0,1260,False
06037203900,203900,SPA 4 - Metro,4,District 1,2712,551,0.20317109144542772,78750.0,678,False
06037204110,204110,SPA 4 - Metro,4,District 1,2863,861,0.30073349633251834,67813.0,816,True
06037204120,204120,SPA 4 - Metro,4,District 1,2480,181,0.07298387096774193,86850.0,695,False
06037204200,204200,SPA 4 - Metro,4,District 1,3284,1025,0.31211936662606576,46646.0,1031,True
06037204300,204300,SPA 4 - Metro,4,District 1,4780,1107,0.23158995815899583,55119.0,1368,False
06037204410,204410,SPA 4 - Metro,4,District 1,2467,658,0.2667207134171058,,666,True
06037204420,204420,SPA 4 - Metro,4,District 1,3091,995,0.32190229699126494,56481.0,868,True
06037204600,204600,SPA 4 - Metro,4,District 1,3908,792,0.20266120777891505,52750.0,1112,False
06037204700,204700,SPA 4 - Metro,4,District 1,4472,1047,0.23412343470483005,75156.0,1218,False
06037204810,204810,SPA 4 - Metro,4,District 1,4932,839,0.17011354420113545,56756.0,1369,False
06037204820,204820,SPA 4 - Metro,4,District 1,2066,276,0.1335914811229429,64336.0,541,False
06037204910,204910,SPA 4 - Metro,4,District 1,3356,874,0.26042908224076283,49407.0,943,True
06037204920,204920,SPA 4 - Metro,4,District 1,2457,371,0.150997150997151,70500.0,674,False
06037205110,205110,SPA 4 - Metro,4,District 1,3690,894,0.24227642276422764,52262.0,866,False
06037205120,205120,SPA 4 - Metro,4,District 1,3409,1227,0.3599295981226166,28516.0,935,True
06037206010,206010,SPA 4 - Metro,4,District 1,3490,893,0.2558739255014327,60703.0,1497,True
06037206020,206020,SPA 4 - Metro,4,District 1,440,57,0.12954545454545455,148661.0,245,False
06037206050,206050,SPA 4 - Metro,4,District 1,2171,407,0.18747121142330722,48491.0,753,False
06037206051,206051,SPA 4 - Metro,4,District 1,1535,68,0.04429967426710098,156250.0,1011,False
06037206052,206052,SPA 4 - Metro,4,District 1,3153,408,0.12940057088487156,107208.0,1865,False
06037206053,206053,SPA 4 - Metro,4,District 1,2853,784,0.27479845776375744,43795.0,1077,True
06037206054,206054,SPA 4 - Metro,4,District 1,2452,1002,0.4086460032626427,43125.0,629,True
06037206201,206201,SPA 4 - Metro,4,District 1,2127,502,0.23601316408086506,53431.0,1229,False
06037206202,206202,SPA 4 - Metro,4,District 1,1708,721,0.42213114754098363,22668.0,1136,True
06037206301,206301,SPA 4 - Metro,4,District 1,1991,1473,0.7398292315419387,13831.0,1220,True
06037206302,206302,SPA 4 - Metro,4,District 1,1904,1285,0.6748949579831933,7000.0,660,True
06037206303,206303,SPA 4 - Metro,4,District 1,2397,1781,0.7430120984564038,11542.0,550,True
06037207101,207101,SPA 4 - Metro,4,District 1,3852,1017,0.26401869158878505,71776.0,1774,True
06037207102,207102,SPA 4 - Metro,4,District 1,3340,784,0.2347305389221557,60227.0,1582,False
06037207103,207103,SPA 4 - Metro,4,District 1,2097,542,0.25846447305674775,41944.0,868,True
06037207303,207303,SPA 4 - Metro,4,District 1,2359,543,0.2301822806273845,33158.0,1858,False
06037207304,207304,SPA 4 - Metro,4,District 1,2358,1033,0.43808312128922816,13735.0,1664,True
06037207305,207305,SPA 4 - Metro,4,District 1,959,96,0.10010427528675704,64196.0,717,False
06037207306,207306,SPA 4 - Metro,4,District 1,2166,448,0.20683287165281625,48897.0,1682,False
06037207307,207307,SPA 4 - Metro,4,District 1,1406,630,0.4480796586059744,,1082,True
06037207308,207308,SPA 4 - Metro,4,District 1,1229,112,0.09113100081366965,96098.0,762,False
06037207400,207400,SPA 4 - Metro,4,District 1,1683,478,0.28401663695781343,85455.0,858,True
06037207501,207501,SPA 4 - Metro,4,District 1,2106,232,0.11016144349477683,125833.0,1306,False
06037207502,207502,SPA 4 - Metro,4,District 1,3906,1580,0.40450588837685614,20202.0,2563,True
06037207711,207711,SPA 4 - Metro,4,District 1,2627,203,0.0772744575561477,141364.0,1836,False
06037207712,207712,SPA 4 - Metro,4,District 1,4925,1196,0.24284263959390862,87687.0,3163,False
06037207901,207901,SPA 4 - Metro,4,District 1,3801,1172,0.3083399105498553,71726.0,2589,True
06037207902,207902,SPA 4 - Metro,4,District 1,7325,1537,0.20982935153583618,106304.0,4752,False
06037208001,208001,SPA 4 - Metro,4,District 1,2581,459,0.17783804726850058,90564.0,1263,False
06037208002,208002,SPA 4 - Metro,4,District 1,4041,1242,0.30734966592427615,68105.0,1271,True
06037208301,208301,SPA 4 - Metro,4,District 1,1693,657,0.3880685174246899,42548.0,551,True
06037208302,208302,SPA 4 - Metro,4,District 1,4715,1200,0.2545068928950159,60660.0,1749,True
06037208401,208401,SPA 4 - Metro,4,District 1,3826,796,0.20805018295870362,41620.0,1345,False
06037208402,208402,SPA 4 - Metro,4,District 1,2497,423,0.16940328394072887,78594.0,882,False
06037208501,208501,SPA 4 - Metro,4,District 1,2455,423,0.17230142566191445,85313.0,894,False
06037208502,208502,SPA 4 - Metro,4,District 1,3781,782,0.20682359164242264,49543.0,1423,False
06037208610,208610,SPA 4 - Metro,4,District 1,4277,671,0.1568856675239654,75761.0,1474,False
06037208620,208620,SPA 4 - Metro,4,District 1,3990,645,0.16165413533834586,61947.0,1605,False
06037208710,208710,SPA 4 - Metro,4,District 1,4895,757,0.15464759959141983,63914.0,2074,False
06037208720,208720,SPA 4 - Metro,4,District 1,3406,1069,0.31385789782736345,34791.0,1487,True
06037208801,208801,SPA 4 - Metro,4,District 1,3120,744,0.23846153846153847,40588.0,1364,False
06037208802,208802,SPA 4 - Metro,4,District 1,2772,866,0.3124098124098124,34750.0,1380,True
06037208902,208902,SPA 4 - Metro,4,District 1,2318,1031,0.4447799827437446,37759.0,674,True
06037208903,208903,SPA 4 - Metro,4,District 1,3739,1699,0.4543995720780957,48308.0,1079,True
06037208904,208904,SPA 4 - Metro,4,District 1,3484,1992,0.5717566016073479,26640.0,1367,True
06037209103,209103,SPA 4 - Metro,4,District 1,3226,1498,0.4643521388716677,32550.0,1064,True
06037209104,209104,SPA 4 - Metro,4,District 1,2567,858,0.3342423061940008,39000.0,940,True
06037209105,209105,SPA 4 - Metro,4,District 1,3153,1555,0.4931810973675864,34092.0,1001,True
06037209106,209106,SPA 4 - Metro,4,District 1,2101,643,0.3060447405997144,36411.0,1231,True
06037209201,209201,SPA 4 - Metro,4,District 1,3298,798,0.2419648271679806,73599.0,2061,False
06037209202,209202,SPA 4 - Metro,4,District 1,1410,601,0.42624113475177305,38443.0,520,True
06037209300,209300,SPA 4 - Metro,4,District 1,4934,2380,0.4823672476692339,35446.0,2340,True
06037209401,209401,SPA 4 - Metro,4,District 1,3370,727,0.21572700296735906,32361.0,1547,False
06037209402,209402,SPA 4 - Metro,4,District 1,3933,1144,0.29087210780574624,47783.0,1280,True
06037209403,209403,SPA 4 - Metro,4,District 1,4596,1157,0.25174064403829416,31806.0,1514,True
06037209510,209510,SPA 4 - Metro,4,District 1,2553,693,0.27144535840188017,42639.0,956,True
06037209520,209520,SPA 4 - Metro,4,District 1,2373,742,0.31268436578171094,43266.0,925,True
06037209810,209810,SPA 4 - Metro,4,District 1,2309,826,0.3577306193157211,40574.0,755,True
06037209820,209820,SPA 4 - Metro,4,District 1,2496,427,0.17107371794871795,54722.0,814,False
06037210010,210010,SPA 4 - Metro,4,District 1,3111,1145,0.3680488588878174,25293.0,1223,True
06037211000,211000,SPA 4 - Metro,4,District 2,5311,461,0.08680097909998118,184034.0,2169,False
06037211121,211121,SPA 4 - Metro,4,District 2,2315,506,0.2185745140388769,70167.0,1002,False
06037211122,211122,SPA 4 - Metro,4,District 2,2645,744,0.28128544423440455,48830.0,1201,True
06037211123,211123,SPA 4 - Metro,4,District 2,1816,335,0.1844713656387665,80568.0,1133,False
06037211124,211124,SPA 4 - Metro,4,District 2,4225,573,0.13562130177514792,65000.0,2020,False
06037211201,211201,SPA 4 - Metro,4,District 2,2694,787,0.2921306607275427,62237.0,1104,True
06037211202,211202,SPA 4 - Metro,4,District 2,2222,428,0.1926192619261926,51627.0,1039,False
06037211310,211310,SPA 4 - Metro,4,District 2,3476,941,0.27071346375143845,46966.0,1545,True
06037211320,211320,SPA 4 - Metro,4,District 2,3253,698,0.2145711650783892,50000.0,1198,False
06037211410,211410,SPA 4 - Metro,4,District 2,2846,295,0.10365425158116655,48952.0,1126,False
06037211420,211420,SPA 4 - Metro,4,District 2,3464,635,0.18331408775981525,58835.0,1259,False
06037211500,211500,SPA 4 - Metro,4,District 2,3857,179,0.0464091262639357,89688.0,1867,False
06037211701,211701,SPA 4 - Metro,4,District 2,2781,324,0.11650485436893204,91196.0,1282,False
06037211703,211703,SPA 4 - Metro,4,District 2,4564,599,0.13124452234881684,59840.0,2182,False
06037211704,211704,SPA 4 - Metro,4,District 2,2666,462,0.17329332333083272,54931.0,1652,False
06037211802,211802,SPA 4 - Metro,4,District 2,4446,945,0.2125506072874494,50995.0,2175,False
06037211803,211803,SPA 4 - Metro,4,District 2,3635,588,0.16176066024759284,52370.0,1741,False
06037211804,211804,SPA 4 - Metro,4,District 2,3192,1010,0.31641604010025065,49242.0,1334,True
06037211910,211910,SPA 4 - Metro,4,District 2,3951,644,0.1629967096937484,51895.0,1939,False
06037211921,211921,SPA 4 - Metro,4,District 2,2001,485,0.24237881059470265,42071.0,922,False
06037211922,211922,SPA 4 - Metro,4,District 2,3353,505,0.15061139278258276,51803.0,1371,False
06037212101,212101,SPA 4 - Metro,4,District 2,2741,609,0.22218168551623496,53208.0,1576,False
06037212102,212102,SPA 4 - Metro,4,District 2,2934,886,0.3019768234492161,36830.0,1291,True
06037212202,212202,SPA 4 - Metro,4,District 2,3667,963,0.2626124897736569,56719.0,1330,True
06037212203,212203,SPA 4 - Metro,4,District 2,2821,1025,0.3633463310882666,37869.0,1490,True
06037212204,212204,SPA 4 - Metro,4,District 2,3720,1183,0.318010752688172,44083.0,1549,True
06037212303,212303,SPA 4 - Metro,4,District 2,3827,1537,0.4016200679383329,36758.0,1649,True
06037212304,212304,SPA 4 - Metro,4,District 2,1781,441,0.2476137001684447,47500.0,796,False
06037212305,212305,SPA 4 - Metro,4,District 2,2711,783,0.2888233124308373,49400.0,982,True
06037212306,212306,SPA 4 - Metro,4,District 2,2816,841,0.2986505681818182,53158.0,1128,True
06037212410,212410,SPA 4 - Metro,4,District 2,4140,852,0.20579710144927535,51265.0,1662,False
06037212420,212420,SPA 4 - Metro,4,District 2,2661,616,0.23149192033070273,55106.0,1138,False
06037212501,212501,SPA 4 - Metro,4,District 2,1890,393,0.20793650793650795,55625.0,922,False
06037212502,212502,SPA 4 - Metro,4,District 2,3282,517,0.15752589884216942,63500.0,1702,False
06037212610,212610,SPA 4 - Metro,4,District 2,4211,595,0.14129660413203515,70495.0,1986,False
06037212620,212620,SPA 4 - Metro,4,District 2,3801,1063,0.27966324651407526,43862.0,1789,True
06037212701,212701,SPA 4 - Metro,4,District 2,2198,263,0.11965423111919928,78370.0,846,False
06037212702,212702,SPA 4 - Metro,4,District 2,3289,268,0.0814837336576467,97619.0,1382,False
06037212800,212800,SPA 4 - Metro,4,District 2,3386,227,0.0670407560543414,83125.0,1342,False
06037212900,212900,SPA 4 - Metro,4,District 2,3674,539,0.1467065868263473,65577.0,1408,False
06037213100,213100,SPA 4 - Metro,4,District 2,2704,547,0.20229289940828402,57783.0,1098,False
06037213201,213201,SPA 4 - Metro,4,District 2,4079,987,0.24197107134101495,41987.0,1702,False
06037213202,213202,SPA 4 - Metro,4,District 2,3631,557,0.15340126686863123,65956.0,1198,False
06037213310,213310,SPA 4 - Metro,4,District 2,2519,604,0.23977768955934894,64405.0,948,False
06037213320,213320,SPA 4 - Metro,4,District 2,2405,731,0.30395010395010397,37120.0,941,True
06037213401,213401,SPA 4 - Metro,4,District 2,4530,914,0.20176600441501102,51875.0,1645,False
06037213402,213402,SPA 4 - Metro,4,District 2,4474,1223,0.273357174787662,50139.0,1708,True
06037214000,214000,SPA 4 - Metro,4,District 3,3950,461,0.11670886075949367,134167.0,1240,False
06037214100,214100,SPA 4 - Metro,4,District 2,3787,251,0.06627937681542118,157188.0,1790,False
06037214400,214400,SPA 4 - Metro,4,District 3,3008,268,0.08909574468085106,100792.0,1705,False
06037214501,214501,SPA 4 - Metro,4,District 2,3477,304,0.08743169398907104,111875.0,1677,False
06037214503,214503,SPA 4 - Metro,4,District 2,3504,661,0.18864155251141554,92431.0,1565,False
06037214504,214504,SPA 4 - Metro,4,District 2,3609,655,0.18149071765031866,104435.0,1670,False
06037214505,214505,SPA 4 - Metro,4,District 2,1581,158,0.09993674889310562,85147.0,916,False
06037214600,214600,SPA 4 - Metro,4,District 3,2200,210,0.09545454545454546,118477.0,1284,False
06037214700,214700,SPA 4 - Metro,4,District 3,2422,231,0.0953757225433526,120462.0,1287,False
06037214800,214800,SPA 4 - Metro,4,District 3,2827,499,0.17651220374955784,94229.0,1469,False
06037214902,214902,SPA 4 - Metro,4,District 3,2514,305,0.12132060461416071,117614.0,1532,False
06037214903,214903,SPA 4 - Metro,4,District 3,1568,390,0.24872448979591838,62583.0,1101,False
06037214904,214904,SPA 4 - Metro,4,District 3,1459,34,0.023303632625085675,121439.0,924,False
06037215101,215101,SPA 4 - Metro,4,District 2,3024,404,0.1335978835978836,87731.0,1943,False
06037215102,215102,SPA 4 - Metro,4,District 2,3322,396,0.11920529801324503,102191.0,2150,False
06037216100,216100,SPA 4 - Metro,4,District 2,2393,271,0.11324697033012955,157917.0,1021,False
06037216201,216201,SPA 4 - Metro,4,District 2,2591,467,0.18023928984947896,112798.0,1462,False
06037216202,216202,SPA 4 - Metro,4,District 2,2525,290,0.11485148514851486,81875.0,1445,False
06037216301,216301,SPA 4 - Metro,4,District 2,1414,149,0.10537482319660538,97282.0,631,False
06037216302,216302,SPA 4 - Metro,4,District 2,3158,387,0.12254591513616213,96477.0,1744,False
06037216401,216401,SPA 5 - West,5,District 3,3590,340,0.0947075208913649,93229.0,1792,False
06037216402,216402,SPA 5 - West,5,District 3,2663,235,0.08824633871573413,99213.0,1216,False
06037216700,216700,SPA 4 - Metro,4,District 2,3310,294,0.08882175226586103,111645.0,1565,False
06037216800,216800,SPA 4 - Metro,4,District 2,3333,179,0.0537053705370537,128059.0,1425,False
06037216901,216901,SPA 4 - Metro,4,District 2,2723,265,0.09731913330885053,106579.0,1246,False
06037216902,216902,SPA 4 - Metro,4,District 2,2106,537,0.254985754985755,82986.0,1129,True
06037217001,217001,SPA 5 - West,5,District 3,2756,141,0.0511611030478955,126250.0,1053,False
06037217002,217002,SPA 5 - West,5,District 3,4941,427,0.08641975308641975,104095.0,2103,False
06037217101,217101,SPA 4 - Metro,4,District 2,2674,475,0.17763649962602843,126250.0,925,False
06037217102,217102,SPA 4 - Metro,4,District 2,2773,544,0.19617742517129463,106587.0,1216,False
06037217200,217200,SPA 4 - Metro,4,District 2,3976,687,0.1727867203219316,79338.0,1695,False
06037218110,218110,SPA 4 - Metro,4,District 2,3167,674,0.21281970318913798,48264.0,1177,False
06037218120,218120,SPA 4 - Metro,4,District 2,3553,1002,0.28201519842386713,46586.0,1348,True
06037218210,218210,SPA 4 - Metro,4,District 2,3896,826,0.2120123203285421,58326.0,1255,False
06037218220,218220,SPA 4 - Metro,4,District 2,4042,436,0.10786739238000989,71964.0,1486,False
06037218300,218300,SPA 4 - Metro,4,District 2,4790,991,0.20688935281837162,64234.0,2113,False
06037218400,218400,SPA 6 - South,6,District 2,3996,474,0.11861861861861862,98281.0,1345,False
06037218500,218500,SPA 6 - South,6,District 2,2739,487,0.17780211756115372,76481.0,968,False
06037218600,218600,SPA 6 - South,6,District 2,3077,345,0.11212219694507637,77554.0,1096,False
06037218701,218701,SPA 6 - South,6,District 2,1880,371,0.1973404255319149,57705.0,816,False
06037218702,218702,SPA 6 - South,6,District 2,2705,342,0.12643253234750462,61856.0,843,False
06037218800,218800,SPA 6 - South,6,District 2,2690,641,0.2382899628252788,52667.0,939,False
06037218900,218900,SPA 6 - South,6,District 2,5444,953,0.17505510653930934,62128.0,2136,False
06037219010,219010,SPA 6 - South,6,District 2,3214,360,0.11200995644057249,91518.0,1013,False
06037219020,219020,SPA 6 - South,6,District 2,4263,1249,0.2929861599812339,64180.0,1290,True
06037219300,219300,SPA 6 - South,6,District 2,3757,669,0.17806760713335107,62188.0,1433,False
06037219500,219500,SPA 6 - South,6,District 2,1965,131,0.06666666666666667,105625.0,810,False
06037219700,219700,SPA 6 - South,6,District 2,4186,740,0.1767797419971333,72685.0,1338,False
06037219800,219800,SPA 6 - South,6,District 2,3027,321,0.10604558969276512,69536.0,967,False
06037219901,219901,SPA 6 - South,6,District 2,5206,652,0.12524010756819054,68544.0,1626,False
06037219902,219902,SPA 6 - South,6,District 2,3509,570,0.16243944143630665,104890.0,1363,False
06037220000,220000,SPA 6 - South,6,District 2,4487,1136,0.25317584131936705,53500.0,2210,True
06037220100,220100,SPA 6 - South,6,District 2,2463,363,0.14738124238733252,66821.0,1083,False
06037221110,221110,SPA 4 - Metro,4,District 1,3037,592,0.19492920645373724,46234.0,1055,False
06037221120,221120,SPA 4 - Metro,4,District 1,2946,867,0.29429735234215887,47368.0,752,True
06037221210,221210,SPA 4 - Metro,4,District 2,2933,410,0.13978861234231163,68388.0,869,False
06037221220,221220,SPA 4 - Metro,4,District 2,2690,615,0.22862453531598512,52431.0,931,False
06037221302,221302,SPA 4 - Metro,4,District 2,3231,998,0.3088826988548437,37285.0,1175,True
06037221303,221303,SPA 4 - Metro,4,District 2,2480,830,0.3346774193548387,52560.0,717,True
06037221304,221304,SPA 4 - Metro,4,District 2,3632,452,0.12444933920704845,54620.0,1137,False
06037221401,221401,SPA 6 - South,6,District 2,2633,450,0.17090770983668818,54196.0,1217,False
06037221402,221402,SPA 6 - South,6,District 2,2782,615,0.22106398274622574,52313.0,967,False
06037221500,221500,SPA 6 - South,6,District 2,3505,1175,0.33523537803138376,41908.0,1165,True
06037221601,221601,SPA 6 - South,6,District 2,3264,795,0.24356617647058823,58125.0,962,False
06037221602,221602,SPA 6 - South,6,District 2,2203,406,0.18429414434861552,51821.0,794,False
06037221710,221710,SPA 6 - South,6,District 2,2642,902,0.3414080242240727,49848.0,889,True
06037221810,221810,SPA 6 - South,6,District 2,2416,993,0.4110099337748344,31815.0,901,True
06037221820,221820,SPA 6 - South,6,District 2,2144,1108,0.5167910447761194,26236.0,969,True
06037221900,221900,SPA 6 - South,6,District 2,2565,1517,0.5914230019493177,26421.0,932,True
06037222001,222001,SPA 6 - South,6,District 2,2760,507,0.18369565217391304,72269.0,949,False
06037222002,222002,SPA 6 - South,6,District 2,4705,889,0.18894792773645058,70127.0,1426,False
06037222100,222100,SPA 6 - South,6,District 2,4086,592,0.14488497307880568,63458.0,1191,False
06037222200,222200,SPA 6 - South,6,District 2,3642,583,0.1600768808347062,59907.0,1318,False
06037222500,222500,SPA 6 - South,6,District 2,4189,538,0.12843160658868466,72316.0,1229,False
06037222600,222600,SPA 6 - South,6,District 2,5185,2030,0.39151398264223725,52054.0,1621,True
06037222700,222700,SPA 6 - South,6,District 2,517,320,0.6189555125725339,51250.0,177,True
06037224010,224010,SPA 4 - Metro,4,District 1,2955,913,0.30896785109983077,37647.0,1706,True
06037224020,224020,SPA 4 - Metro,4,District 1,2807,1056,0.3762023512646954,30647.0,936,True
06037224200,224200,SPA 4 - Metro,4,District 1,2167,452,0.20858329487771113,54032.0,752,False
06037224310,224310,SPA 4 - Metro,4,District 1,1681,373,0.22189173111243307,62632.0,588,False
06037224320,224320,SPA 4 - Metro,4,District 1,3585,1350,0.37656903765690375,35375.0,1115,True
06037224410,224410,SPA 6 - South,6,District 2,2662,1143,0.4293764087152517,33214.0,1016,True
06037224420,224420,SPA 6 - South,6,District 2,1931,693,0.3588814085965821,25725.0,894,True
06037224600,224600,SPA 6 - South,6,District 2,2939,729,0.2480435522286492,51765.0,776,False
06037224701,224701,SPA 6 - South,6,District 2,794,341,0.42947103274559195,38098.0,401,True
06037224702,224702,SPA 6 - South,6,District 2,1622,1262,0.7780517879161529,11270.0,718,True
06037226001,226001,SPA 4 - Metro,4,District 1,1990,684,0.3437185929648241,34318.0,598,True
